시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,속도,사고건수
경기도,이천시,경충대로,,경기도 이천시 사음동 573-6,6,1,N,N,37.29893172,127.4083816,7,6,23.2,Y,Y,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.928,0
경기도,이천시,경충대로,,경기도 이천시 사음동 546,7,1,Y,N,37.29601878,127.411772,6,6,19.6,Y,Y,N,20,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.98,0
경기도,이천시,경충대로,,경기도 이천시 사음동 192-5,8,1,N,N,37.29423837,127.4184952,6,8,19.4,Y,Y,N,20,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.97,0
경기도,이천시,경충대로,,경기도 이천시 사음동 169-1,9,1,N,N,37.29401706,127.4199376,8,8,19.2,Y,Y,N,20,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,경충대로,,경기도 이천시 관고동 218-10,10,1,N,N,37.28169116,127.4325212,6,8,20.8,Y,Y,N,23,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.904348,0
경기도,이천시,경충대로,,경기도 이천시 관고동 산52-7,11,1,Y,N,37.28021917,127.4334374,6,8,22.8,Y,Y,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.912,0
경기도,이천시,경충대로,,경기도 이천시 관고동 509,12,4,Y,N,37.27746306,127.4356317,6,6,22.2,Y,Y,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.888,0
경기도,이천시,경충대로,,경기도 이천시 중리동 315,13,4,Y,N,37.27583167,127.4382382,7,8,23.6,Y,Y,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.944,0
경기도,이천시,경충대로,,경기도 이천시 중리동 117-6,14,4,Y,N,37.27463819,127.4466311,6,8,22.6,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.904,0
경기도,이천시,경충대로,,경기도 이천시 중리동 36-9,15,4,Y,N,37.27460794,127.4474878,6,8,22.6,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.904,0
경기도,이천시,경충대로,,경기도 이천시 진리동 8,16,4,Y,N,37.27413594,127.4507999,6,6,19.6,Y,N,N,20,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.98,0
경기도,이천시,경충대로,,경기도 이천시 진리동 430-1,17,4,Y,N,37.27316216,127.4533535,6,6,19.2,Y,N,N,20,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,경충대로,,경기도 이천시 진리동 430-1,18,4,Y,N,37.27316216,127.4533535,5,4,18,Y,N,N,20,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.9,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 88-2,19,4,Y,N,37.26632543,127.4622077,5,4,19.2,Y,N,N,20,,Y,Y,Y,N,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,경충대로,경기도 이천시 신둔면 경충대로 3122-20,경기도 이천시 신둔면 수광리 716,2,1,N,N,37.3050353,127.4049042,5,8,17.2,Y,N,N,20,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.86,0
경기도,이천시,경충대로,,경기도 이천시 신둔면 수광리 439-9,1,1,N,N,37.31349284,127.3975175,7,8,24.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.992,0
경기도,이천시,경충대로,,경기도 이천시 사음동 710,5,1,Y,N,37.30018643,127.4077116,7,6,22.6,Y,Y,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.904,0
경기도,이천시,경충대로,,경기도 이천시 신둔면 수광리 124-4,4,1,N,N,37.30357234,127.4056318,5,8,18.8,Y,N,N,20,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.94,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 817,269,1,N,N,37.3091002,127.4374373,7,8,23,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.92,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 558-6,270,1,N,N,37.31201951,127.4374315,6,6,20.4,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.816,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 550-11,271,1,N,N,37.31307309,127.4375955,6,6,20.4,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.816,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 479-1,272,1,N,N,37.31396417,127.4378488,5,8,17.2,Y,N,N,20,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.86,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 288-8,273,1,N,N,37.31879043,127.4387115,3,6,11.2,Y,N,Y,15,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.746667,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 307-1,274,1,N,N,37.31979884,127.4389091,3,4,10.2,Y,N,Y,15,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.68,0
경기도,이천시,청백리로,,경기도 이천시 백사면 모전리 89-2,265,1,N,N,37.30230006,127.4629903,3,4,25.2,Y,N,N,25,,N,Y,Y,N,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.008,0
경기도,이천시,청백리로,,경기도 이천시 백사면 도지리 13-1,266,1,N,Y,37.30763486,127.4832024,2,4,6.4,Y,Y,Y,15,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.426667,0
경기도,이천시,원적로,,경기도 이천시 송정동 209-2,267,1,N,N,37.30237781,127.437658,5,8,17.2,Y,N,N,20,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.86,0
경기도,이천시,원적로,,경기도 이천시 신둔면 도암리 1244-1,268,1,N,N,37.30588264,127.4376895,6,8,22.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.912,0
경기도,이천시,경충대로,경기도 이천시 신둔면 경충대로 3122-20,경기도 이천시 신둔면 수광리 716,3,1,N,N,37.3050353,127.4049042,6,8,20.2,Y,N,N,20,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.01,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 17-10,79,1,N,N,37.11515626,127.616233,6,8,22.8,Y,Y,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.912,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 18,80,1,N,N,37.11512622,127.6202831,5,8,19.2,Y,Y,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.768,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 700-2,81,1,N,N,37.1152987,127.620037,6,8,22.2,Y,Y,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.888,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 22,82,1,N,N,37.11495855,127.6230608,4,8,41.2,Y,N,N,47,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.876596,0
경기도,이천시,중부대로,,경기도 이천시 마장면 양촌리 산15-2,83,1,N,N,37.25588592,127.3501105,6,6,20.4,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.886957,0
경기도,이천시,중부대로,,경기도 이천시 마장면 양촌리 28-1,84,1,N,N,37.25551945,127.3521716,6,8,28.8,Y,N,N,30,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,중부대로,,경기도 이천시 마장면 표교리 641,85,1,N,N,37.25516122,127.3973821,6,6,22,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.88,0
경기도,이천시,중부대로,,경기도 이천시 마장면 표교리 631,86,1,N,N,37.25449625,127.4048858,6,8,24,Y,N,N,25,,Y,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,중부대로,,경기도 이천시 마장면 표교리 612,87,1,N,N,37.25457551,127.4106912,7,4,24.8,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.826667,0
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 755,88,1,N,N,37.24898915,127.4131275,5,6,17,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.73913,0
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 759,89,1,N,N,37.24724324,127.4152953,8,6,25.2,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.84,0
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 718,90,1,N,N,37.24391543,127.4212956,5,8,19.2,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.834783,0
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 718,91,1,N,N,37.24391543,127.4212956,8,6,33.6,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.12,0
경기도,이천시,중부대로,,경기도 이천시 호법면 유산리 778,92,1,N,N,37.24386024,127.4316865,6,8,22.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.912,0
경기도,이천시,중부대로,,경기도 이천시 호법면 유산리 491,93,1,N,N,37.24472422,127.4369096,8,8,30.4,Y,N,N,28,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.085714,0
경기도,이천시,중부대로,,경기도 이천시 장록동 산1-3,94,1,N,N,37.25874675,127.4578217,9,6,34,Y,N,N,28,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.214286,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 가좌리 299,95,1,N,N,37.26030358,127.4583271,8,6,28.4,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.136,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 신하리 621-2,96,1,N,N,37.27043901,127.4655698,5,8,18.6,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.808696,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 마암리 446,97,1,N,N,37.27910442,127.4730422,6,8,20,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.869565,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 마암리 446,98,1,N,N,37.27910442,127.4730422,7,4,25.2,Y,N,N,27,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.933333,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 무촌리 223-1,99,1,N,N,37.28713676,127.4898156,6,8,19.8,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.86087,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 무촌리 518,100,1,N,N,37.2885213,127.492734,6,8,22,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.956522,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 558-36,101,1,N,N,37.29024087,127.5059507,6,8,26.2,Y,N,N,25,,Y,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.048,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 696,102,1,N,N,37.29002545,127.5057576,5,8,20.2,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.878261,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 670,103,1,N,N,37.2922145,127.5121778,6,8,21,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.913043,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 77-7,104,1,N,N,37.29210338,127.5170376,6,8,21,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.913043,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 산30-1,105,1,N,N,37.29238607,127.5204003,5,8,17,Y,N,N,20,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.85,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 고백리 640-2,106,1,N,N,37.29308089,127.5283445,7,8,23.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.952,0
경기도,이천시,중부대로,,경기도 이천시 부발읍 고백리 314-5,107,1,N,N,37.29391318,127.5336508,6,8,24,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 진암리 산2-17,50,1,N,N,37.12779056,127.6123963,6,6,23.2,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.928,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 장호원리 314-10,51,1,N,N,37.12298816,127.6158686,5,6,20.6,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.824,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 진암리 11-8,52,1,N,N,37.1155207,127.6223903,3,8,28,Y,N,N,28,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1,0
경기도,이천시,장감로,,경기도 이천시 장호원읍 진암리 703,53,1,N,N,37.11554173,127.6235381,3,6,12,Y,N,N,17,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.705882,0
경기도,이천시,장감로,,경기도 이천시 장호원읍 장호원리107-2,56,1,N,N,37.11637617,127.6276404,2,4,10,Y,Y,N,17,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.588235,0
경기도,이천시,장감로,,경기도 이천시 장호원읍 장호원리101-17,57,1,N,N,37.11670959,127.6293421,2,6,10,Y,N,N,15,,N,Y,N,N,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.666667,0
경기도,이천시,장감로,,경기도 이천시 장호원읍 장호원리120-20,58,1,N,N,37.11762713,127.6279207,2,6,10,Y,N,N,15,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.666667,4
경기도,이천시,장감로,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,62,1,N,N,37.11808874,127.6312509,2,6,10.4,Y,N,N,15,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.693333,0
경기도,이천시,장여로,,경기도 이천시 장호원읍 장호원리 11-6,63,1,N,N,37.11826642,127.6331129,3,6,10.4,Y,N,N,15,,N,Y,N,N,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.693333,0
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 834-3,65,1,N,N,37.1215766,127.6307774,5,6,18,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.782609,0
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 831,66,1,N,N,37.12673786,127.629391,2,6,11,Y,N,N,15,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.733333,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 어석리 120,71,1,N,N,37.11457546,127.5830376,5,8,20,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.869565,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 송산리 170-2,72,1,N,N,37.11363131,127.5917837,7,8,32.6,Y,Y,N,33,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.987879,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 송산리 681,74,1,N,N,37.11434707,127.6000025,7,8,28.8,Y,Y,N,30,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 744,75,1,N,N,37.11507201,127.6098416,6,8,36.2,Y,N,N,44,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.822727,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 산26-4,76,1,N,N,37.11504303,127.6119791,6,8,26.8,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.893333,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 장호원리 340-11,77,1,N,N,37.11501586,127.6137566,5,6,22,Y,Y,N,25,,Y,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.88,0
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 17-10,78,1,N,N,37.11515626,127.616233,7,8,24.2,Y,Y,N,30,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.806667,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 614-8,20,1,N,N,37.26349723,127.4711527,6,6,20.2,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.878261,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 210-3,21,1,N,N,37.26304957,127.4727056,6,8,19.2,Y,N,N,20,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 210-3,22,1,N,N,37.26202598,127.4740746,4,8,17,Y,N,N,20,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.85,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 489-3,23,1,N,N,37.25946577,127.4789059,5,8,18,Y,N,N,20,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.9,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 488-1,24,4,N,N,37.2587181,127.4810993,6,6,22.8,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.912,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 488-1,25,1,N,N,37.2587181,127.4810993,7,6,24.4,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.976,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 신하리 555-3,26,1,N,N,37.2572519,127.4849339,6,8,26,Y,N,N,27,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.962963,0
경기도,이천시,경충대로,경기도 이천시 부발읍 경충대로 2091,경기도 이천시 부발읍 아미리 712-7,27,1,N,N,37.25054852,127.4826517,7,6,22,Y,N,N,23,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.956522,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 아미리 1066,28,4,N,N,37.24891888,127.4911813,6,8,21.8,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.947826,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 아미리 700-6,29,1,N,N,37.24813478,127.4912326,6,8,21.8,Y,N,N,23,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.947826,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 가산리 769,30,1,N,N,37.24192039,127.5014032,7,8,25.2,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,1.008,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 가산리 769,31,1,N,N,37.24192039,127.5014032,7,6,24,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.96,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 가산리 484-1,32,1,N,N,37.24122501,127.5060418,7,8,22,Y,N,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.88,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 546,33,1,N,N,37.23980482,127.5115658,5,6,20,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.869565,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 538,34,1,N,N,37.23664094,127.5160409,7,8,22,Y,N,N,23,,N,Y,Y,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.956522,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 166,35,1,N,N,37.23455947,127.5202076,6,8,21.8,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.947826,0
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 316,36,1,N,N,37.2333376,127.5214613,6,8,20.8,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.904348,0
경기도,이천시,경충대로,,경기도 이천시 대월면 장평리 487-1,37,1,N,N,37.22069302,127.5262871,6,8,21,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.913043,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 625-1,38,1,N,N,37.16814863,127.5742595,5,8,16.4,Y,N,N,20,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.82,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 615,39,1,N,N,37.16217777,127.5755093,5,8,18.8,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.817391,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 434-1,40,1,N,N,37.15273547,127.5772617,4,6,16.4,Y,N,N,22,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.745455,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 607,41,1,N,N,37.14854049,127.580179,6,8,22,Y,N,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.88,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 572,42,1,N,N,37.14270805,127.5935397,6,6,20.8,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.904348,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 와현리 533-1,44,1,N,N,37.1352625,127.5995365,5,8,21,Y,Y,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.913043,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 와현리 584,45,1,N,N,37.13473708,127.6000951,6,8,21.8,Y,Y,N,23,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.947826,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 송산리 11-1,47,1,N,N,37.13229463,127.6037896,5,6,16,Y,N,N,20,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.8,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 송산리 2,48,1,N,N,37.13132193,127.6054812,5,8,19,Y,N,N,20,,N,Y,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.95,0
경기도,이천시,경충대로,,경기도 이천시 장호원읍 진암리 382-3,49,1,N,N,37.12998468,127.6079801,5,8,17.4,Y,Y,N,20,,N,N,N,Y,경기도 이천시청,031-644-2382,2021-03-03,4070000,경기도 이천시,0.87,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.663745,0
