사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6402551,2018029,4148010100,41480003,경기도 파주시3,경기도 파주시 금촌동(금촌역교차로 부근),4,4,0,3,1,0,126.7743422,37.76476541,"{""type"":""Polygon"",""coordinates"":[[[126.77613883,37.76476541],[126.77610431,37.76448832],[126.77600207,37.76422188],[126.77583605,37.76397633],[126.77561261,37.7637611],[126.77534036,37.76358447],[126.77502974,37.76345322],[126.77469271,37.76337239],[126.7743422,37.7633451],[126.7739917,37.76337239],[126.77365466,37.76345322],[126.77334405,37.76358447],[126.77307179,37.7637611],[126.77284836,37.76397633],[126.77268233,37.76422188],[126.7725801,37.76448832],[126.77254557,37.76476541],[126.7725801,37.76504249],[126.77268233,37.76530893],[126.77284836,37.76555448],[126.77307179,37.7657697],[126.77334405,37.76594633],[126.77365466,37.76607758],[126.7739917,37.7661584],[126.7743422,37.76618569],[126.77469271,37.7661584],[126.77502974,37.76607758],[126.77534036,37.76594633],[126.77561261,37.7657697],[126.77583605,37.76555448],[126.77600207,37.76530893],[126.77610431,37.76504249],[126.77613883,37.76476541]]]}"
6402553,2018029,4148012200,41480004,경기도 파주시4,경기도 파주시 와동(운정1동행정복지센터앞교차로 부근),3,4,2,0,2,0,126.7500741,37.72315604,"{""type"":""Polygon"",""coordinates"":[[[126.7518707,37.72315604],[126.75183618,37.7228788],[126.75173394,37.72261221],[126.75156791,37.72236652],[126.75134448,37.72215117],[126.75107222,37.72197443],[126.75076161,37.72184311],[126.75042457,37.72176224],[126.75007407,37.72173493],[126.74972356,37.72176224],[126.74938653,37.72184311],[126.74907592,37.72197443],[126.74880366,37.72215117],[126.74858023,37.72236652],[126.7484142,37.72261221],[126.74831196,37.7228788],[126.74827744,37.72315604],[126.74831196,37.72343328],[126.7484142,37.72369986],[126.74858023,37.72394555],[126.74880366,37.7241609],[126.74907592,37.72433762],[126.74938653,37.72446894],[126.74972356,37.72454981],[126.75007407,37.72457712],[126.75042457,37.72454981],[126.75076161,37.72446894],[126.75107222,37.72433762],[126.75134448,37.7241609],[126.75156791,37.72394555],[126.75173394,37.72369986],[126.75183618,37.72343328],[126.7518707,37.72315604]]]}"
6512637,2019036,4148010100,41480001,경기도 파주시1,경기도 파주시 금촌동(메디인병원 부근),8,10,1,4,5,0,126.7754404,37.7586965,"{""type"":""Polygon"",""coordinates"":[[[126.777237,37.7586965],[126.77720247,37.75841939],[126.77710024,37.75815293],[126.77693421,37.75790736],[126.77671078,37.75769211],[126.77643852,37.75751546],[126.77612791,37.7573842],[126.77579087,37.75730337],[126.77544037,37.75727608],[126.77508986,37.75730337],[126.77475283,37.7573842],[126.77444221,37.75751546],[126.77416996,37.75769211],[126.77394652,37.75790736],[126.7737805,37.75815293],[126.77367826,37.75841939],[126.77364374,37.7586965],[126.77367826,37.75897361],[126.7737805,37.75924007],[126.77394652,37.75948564],[126.77416996,37.75970088],[126.77444221,37.75987752],[126.77475283,37.76000878],[126.77508986,37.76008961],[126.77544037,37.7601169],[126.77579087,37.76008961],[126.77612791,37.76000878],[126.77643852,37.75987752],[126.77671078,37.75970088],[126.77693421,37.75948564],[126.77710024,37.75924007],[126.77720247,37.75897361],[126.777237,37.7586965]]]}"
6512638,2019036,4148010100,41480002,경기도 파주시2,경기도 파주시 금촌동(금촌사거리 부근),4,4,0,3,1,0,126.7751742,37.76352663,"{""type"":""Polygon"",""coordinates"":[[[126.77697086,37.76352663],[126.77693634,37.76324954],[126.7768341,37.7629831],[126.77666807,37.76273754],[126.77644464,37.76252231],[126.77617238,37.76234567],[126.77586177,37.76221442],[126.77552473,37.76213359],[126.77517423,37.7621063],[126.77482372,37.76213359],[126.77448669,37.76221442],[126.77417607,37.76234567],[126.77390382,37.76252231],[126.77368038,37.76273754],[126.77351436,37.7629831],[126.77341212,37.76324954],[126.7733776,37.76352663],[126.77341212,37.76380372],[126.77351436,37.76407016],[126.77368038,37.76431571],[126.77390382,37.76453094],[126.77417607,37.76470757],[126.77448669,37.76483882],[126.77482372,37.76491964],[126.77517423,37.76494693],[126.77552473,37.76491964],[126.77586177,37.76483882],[126.77617238,37.76470757],[126.77644464,37.76453094],[126.77666807,37.76431571],[126.7768341,37.76407016],[126.77693634,37.76380372],[126.77697086,37.76352663]]]}"
6506304,2019036,4148025625,41480003,경기도 파주시3,경기도 파주시 법원읍(법원사거리 부근),3,3,0,2,1,0,126.8729161,37.84935421,"{""type"":""Polygon"",""coordinates"":[[[126.87471274,37.84935421],[126.87467821,37.84907745],[126.87457598,37.84881131],[126.87440995,37.84856604],[126.87418652,37.84835106],[126.87391426,37.84817463],[126.87360365,37.84804353],[126.87326661,37.84796279],[126.87291611,37.84793553],[126.8725656,37.84796279],[126.87222856,37.84804353],[126.87191795,37.84817463],[126.8716457,37.84835106],[126.87142226,37.84856604],[126.87125624,37.84881131],[126.871154,37.84907745],[126.87111947,37.84935421],[126.871154,37.84963098],[126.87125624,37.84989711],[126.87142226,37.85014238],[126.8716457,37.85035736],[126.87191795,37.85053378],[126.87222856,37.85066488],[126.8725656,37.85074561],[126.87291611,37.85077287],[126.87326661,37.85074561],[126.87360365,37.85066488],[126.87391426,37.85053378],[126.87418652,37.85035736],[126.87440995,37.85014238],[126.87457598,37.84989711],[126.87467821,37.84963098],[126.87471274,37.84935421]]]}"
6614405,2020027,4148025000,41480001,경기도 파주시1,경기도 파주시 문산읍(문산역입구 부근),7,7,1,3,3,0,126.7858013,37.8548332,"{""type"":""Polygon"",""coordinates"":[[[126.78759788,37.8548332],[126.78756336,37.85455645],[126.78746112,37.85429034],[126.7872951,37.85404509],[126.78707166,37.85383012],[126.78679941,37.8536537],[126.78648879,37.85352261],[126.78615176,37.85344188],[126.78580125,37.85341462],[126.78545075,37.85344188],[126.78511371,37.85352261],[126.7848031,37.8536537],[126.78453084,37.85383012],[126.78430741,37.85404509],[126.78414138,37.85429034],[126.78403914,37.85455645],[126.78400462,37.8548332],[126.78403914,37.85510995],[126.78414138,37.85537606],[126.78430741,37.85562131],[126.78453084,37.85583627],[126.7848031,37.85601268],[126.78511371,37.85614377],[126.78545075,37.85622449],[126.78580125,37.85625175],[126.78615176,37.85622449],[126.78648879,37.85614377],[126.78679941,37.85601268],[126.78707166,37.85583627],[126.7872951,37.85562131],[126.78746112,37.85537606],[126.78756336,37.85510995],[126.78759788,37.8548332]]]}"
6614406,2020027,4148010100,41480002,경기도 파주시2,경기도 파주시 금촌동(비키앞 부근),6,7,0,3,3,1,126.7756725,37.76284489,"{""type"":""Polygon"",""coordinates"":[[[126.77746913,37.76284489],[126.77743461,37.7625678],[126.77733237,37.76230135],[126.77716634,37.76205579],[126.77694291,37.76184056],[126.77667065,37.76166392],[126.77636004,37.76153266],[126.776023,37.76145184],[126.7756725,37.76142455],[126.77532199,37.76145184],[126.77498496,37.76153266],[126.77467434,37.76166392],[126.77440209,37.76184056],[126.77417865,37.76205579],[126.77401263,37.76230135],[126.77391039,37.7625678],[126.77387587,37.76284489],[126.77391039,37.76312198],[126.77401263,37.76338843],[126.77417865,37.76363398],[126.77440209,37.76384921],[126.77467434,37.76402584],[126.77498496,37.76415709],[126.77532199,37.76423792],[126.7756725,37.76426521],[126.776023,37.76423792],[126.77636004,37.76415709],[126.77667065,37.76402584],[126.77694291,37.76384921],[126.77716634,37.76363398],[126.77733237,37.76338843],[126.77743461,37.76312198],[126.77746913,37.76284489]]]}"
6614407,2020027,4148025000,41480003,경기도 파주시3,경기도 파주시 문산읍(산호빌라입구 부근),4,4,0,4,0,0,126.7839787,37.86385779,"{""type"":""Polygon"",""coordinates"":[[[126.78577529,37.86385779],[126.78574077,37.86358108],[126.78563853,37.863315],[126.78547251,37.86306977],[126.78524907,37.86285483],[126.78497682,37.86267844],[126.78466621,37.86254736],[126.78432917,37.86246665],[126.78397866,37.86243939],[126.78362816,37.86246665],[126.78329112,37.86254736],[126.78298051,37.86267844],[126.78270825,37.86285483],[126.78248482,37.86306977],[126.78231879,37.863315],[126.78221656,37.86358108],[126.78218203,37.86385779],[126.78221656,37.86413451],[126.78231879,37.86440058],[126.78248482,37.8646458],[126.78270825,37.86486074],[126.78298051,37.86503713],[126.78329112,37.8651682],[126.78362816,37.86524891],[126.78397866,37.86527617],[126.78432917,37.86524891],[126.78466621,37.8651682],[126.78497682,37.86503713],[126.78524907,37.86486074],[126.78547251,37.8646458],[126.78563853,37.86440058],[126.78574077,37.86413451],[126.78577529,37.86385779]]]}"
6608020,2020027,4148035000,41480004,경기도 파주시4,경기도 파주시 광탄면(신산2교앞 부근),3,3,0,3,0,0,126.8487954,37.78092249,"{""type"":""Polygon"",""coordinates"":[[[126.85059205,37.78092249],[126.85055753,37.78064547],[126.85045529,37.78037909],[126.85028926,37.78013359],[126.85006583,37.77991841],[126.84979357,37.77974181],[126.84948296,37.77961059],[126.84914593,37.77952978],[126.84879542,37.7795025],[126.84844492,37.77952978],[126.84810788,37.77961059],[126.84779727,37.77974181],[126.84752501,37.77991841],[126.84730158,37.78013359],[126.84713555,37.78037909],[126.84703331,37.78064547],[126.84699879,37.78092249],[126.84703331,37.78119952],[126.84713555,37.78146589],[126.84730158,37.78171139],[126.84752501,37.78192657],[126.84779727,37.78210316],[126.84810788,37.78223437],[126.84844492,37.78231518],[126.84879542,37.78234246],[126.84914593,37.78231518],[126.84948296,37.78223437],[126.84979357,37.78210316],[126.85006583,37.78192657],[126.85028926,37.78171139],[126.85045529,37.78146589],[126.85055753,37.78119952],[126.85059205,37.78092249]]]}"
6614408,2020027,4148025000,41480005,경기도 파주시5,경기도 파주시 문산읍(문산시외버스터미널 부근),3,4,0,1,1,2,126.7856737,37.85833349,"{""type"":""Polygon"",""coordinates"":[[[126.78747033,37.85833349],[126.7874358,37.85805675],[126.78733357,37.85779065],[126.78716754,37.85754541],[126.7869441,37.85733045],[126.78667185,37.85715404],[126.78636124,37.85702296],[126.7860242,37.85694223],[126.78567369,37.85691498],[126.78532319,37.85694223],[126.78498615,37.85702296],[126.78467554,37.85715404],[126.78440329,37.85733045],[126.78417985,37.85754541],[126.78401382,37.85779065],[126.78391159,37.85805675],[126.78387706,37.85833349],[126.78391159,37.85861022],[126.78401382,37.85887632],[126.78417985,37.85912156],[126.78440329,37.85933651],[126.78467554,37.85951291],[126.78498615,37.85964399],[126.78532319,37.85972471],[126.78567369,37.85975197],[126.7860242,37.85972471],[126.78636124,37.85964399],[126.78667185,37.85951291],[126.7869441,37.85933651],[126.78716754,37.85912156],[126.78733357,37.85887632],[126.7874358,37.85861022],[126.78747033,37.85833349]]]}"
6679159,2021024,4148035000,41480001,경기도 파주시1,경기도 파주시 광탄면(신산3교 부근),4,5,0,3,2,0,126.8475414,37.78147437,"{""type"":""Polygon"",""coordinates"":[[[126.84933804,37.78147437],[126.84930352,37.78119734],[126.84920128,37.78093097],[126.84903525,37.78068547],[126.84881182,37.78047029],[126.84853957,37.78029369],[126.84822895,37.78016247],[126.84789192,37.78008167],[126.84754141,37.78005438],[126.84719091,37.78008167],[126.84685387,37.78016247],[126.84654326,37.78029369],[126.846271,37.78047029],[126.84604757,37.78068547],[126.84588154,37.78093097],[126.8457793,37.78119734],[126.84574478,37.78147437],[126.8457793,37.78175139],[126.84588154,37.78201777],[126.84604757,37.78226326],[126.846271,37.78247843],[126.84654326,37.78265502],[126.84685387,37.78278624],[126.84719091,37.78286704],[126.84754141,37.78289433],[126.84789192,37.78286704],[126.84822895,37.78278624],[126.84853957,37.78265502],[126.84881182,37.78247843],[126.84903525,37.78226326],[126.84920128,37.78201777],[126.84930352,37.78175139],[126.84933804,37.78147437]]]}"
6679211,2021024,4148025000,41480002,경기도 파주시2,경기도 파주시 문산읍(문산시외버스터미널 부근),4,4,0,2,2,0,126.7854461,37.85812124,"{""type"":""Polygon"",""coordinates"":[[[126.78724277,37.85812124],[126.78720825,37.8578445],[126.78710601,37.8575784],[126.78693998,37.85733316],[126.78671655,37.8571182],[126.78644429,37.85694179],[126.78613368,37.85681071],[126.78579664,37.85672998],[126.78544614,37.85670273],[126.78509563,37.85672998],[126.7847586,37.85681071],[126.78444798,37.85694179],[126.78417573,37.8571182],[126.78395229,37.85733316],[126.78378627,37.8575784],[126.78368403,37.8578445],[126.78364951,37.85812124],[126.78368403,37.85839797],[126.78378627,37.85866407],[126.78395229,37.85890931],[126.78417573,37.85912426],[126.78444798,37.85930067],[126.7847586,37.85943175],[126.78509563,37.85951247],[126.78544614,37.85953972],[126.78579664,37.85951247],[126.78613368,37.85943175],[126.78644429,37.85930067],[126.78671655,37.85912426],[126.78693998,37.85890931],[126.78710601,37.85866407],[126.78720825,37.85839797],[126.78724277,37.85812124]]]}"
6678115,2021024,4148026200,41480003,경기도 파주시3,경기도 파주시 조리읍(바위재길앞 부근),2,2,2,0,0,0,126.8130354,37.72813693,"{""type"":""Polygon"",""coordinates"":[[[126.81483204,37.72813693],[126.81479752,37.7278597],[126.81469528,37.72759313],[126.81452925,37.72734746],[126.81430582,37.72713212],[126.81403356,37.7269554],[126.81372295,37.72682409],[126.81338592,37.72674322],[126.81303541,37.72671592],[126.8126849,37.72674322],[126.81234787,37.72682409],[126.81203726,37.7269554],[126.811765,37.72713212],[126.81154157,37.72734746],[126.81137554,37.72759313],[126.8112733,37.7278597],[126.81123878,37.72813693],[126.8112733,37.72841415],[126.81137554,37.72868072],[126.81154157,37.72892639],[126.811765,37.72914172],[126.81203726,37.72931843],[126.81234787,37.72944974],[126.8126849,37.72953061],[126.81303541,37.72955791],[126.81338592,37.72953061],[126.81372295,37.72944974],[126.81403356,37.72931843],[126.81430582,37.72914172],[126.81452925,37.72892639],[126.81469528,37.72868072],[126.81479752,37.72841415],[126.81483204,37.72813693]]]}"
6678247,2021024,4148010700,41480004,경기도 파주시4,경기도 파주시 교하동(북진로삼거리 부근),2,2,1,1,0,0,126.7428774,37.75318723,"{""type"":""Polygon"",""coordinates"":[[[126.74467402,37.75318723],[126.7446395,37.7529101],[126.74453726,37.75264362],[126.74437123,37.75239803],[126.7441478,37.75218277],[126.74387554,37.7520061],[126.74356493,37.75187483],[126.74322789,37.751794],[126.74287739,37.7517667],[126.74252688,37.751794],[126.74218985,37.75187483],[126.74187924,37.7520061],[126.74160698,37.75218277],[126.74138355,37.75239803],[126.74121752,37.75264362],[126.74111528,37.7529101],[126.74108076,37.75318723],[126.74111528,37.75346436],[126.74121752,37.75373084],[126.74138355,37.75397642],[126.74160698,37.75419168],[126.74187924,37.75436834],[126.74218985,37.7544996],[126.74252688,37.75458044],[126.74287739,37.75460773],[126.74322789,37.75458044],[126.74356493,37.7544996],[126.74387554,37.75436834],[126.7441478,37.75419168],[126.74437123,37.75397642],[126.74453726,37.75373084],[126.7446395,37.75346436],[126.74467402,37.75318723]]]}"
6682558,2021024,4148010200,41480005,경기도 파주시5,경기도 파주시 아동동(풍원세차장 부근),2,2,1,1,0,0,126.7951513,37.76271627,"{""type"":""Polygon"",""coordinates"":[[[126.79694791,37.76271627],[126.79691339,37.76243917],[126.79681115,37.76217273],[126.79664513,37.76192717],[126.79642169,37.76171193],[126.79614944,37.7615353],[126.79583882,37.76140404],[126.79550179,37.76132321],[126.79515128,37.76129592],[126.79480078,37.76132321],[126.79446374,37.76140404],[126.79415313,37.7615353],[126.79388087,37.76171193],[126.79365744,37.76192717],[126.79349141,37.76217273],[126.79338917,37.76243917],[126.79335465,37.76271627],[126.79338917,37.76299336],[126.79349141,37.7632598],[126.79365744,37.76350536],[126.79388087,37.76372059],[126.79415313,37.76389722],[126.79446374,37.76402847],[126.79480078,37.7641093],[126.79515128,37.76413659],[126.79550179,37.7641093],[126.79583882,37.76402847],[126.79614944,37.76389722],[126.79642169,37.76372059],[126.79664513,37.76350536],[126.79681115,37.7632598],[126.79691339,37.76299336],[126.79694791,37.76271627]]]}"
